bag	section	Top_depth	Bottom_depth	Center_depth	number_grains	e1	e1_weighted	e2	e2_weighted	e3	e3_weighted
455	4	249.98	250.07	250.02	711	0.112784	0.117955	0.376071	0.425592	0.511145	0.456453
455	5	250.07	250.16	250.11	582	0.152322	0.148717	0.360399	0.393691	0.487278	0.457593
477	1	261.8	261.89	261.85	1015	0.106196	0.115506	0.373709	0.420819	0.520096	0.463675
477	2	261.89	261.98	261.94	630	0.164881	0.143741	0.368291	0.40566	0.466828	0.450599
477	3	261.98	262.08	262.03	906	0.134885	0.129525	0.379256	0.425961	0.48586	0.444514
477	4	262.08	262.17	262.11	653	0.127492	0.149129	0.389372	0.390094	0.483136	0.460777
477	6	262.26	262.35	262.3	741	0.131245	0.133272	0.367995	0.423298	0.50076	0.44343
486	1	266.75	266.84	266.8	917	0.124294	0.131625	0.369544	0.398334	0.506162	0.470041
486	2	266.84	266.93	266.89	838	0.0967815	0.09434	0.4045	0.422912	0.498719	0.482748
486	3	266.93	267.03	266.98	806	0.117059	0.121689	0.386406	0.426773	0.496535	0.451539
486	4	267.03	267.12	267.07	759	0.155932	0.149868	0.35154	0.413349	0.492529	0.436783
486	5	267.12	267.21	267.16	1268	0.0873339	0.0873108	0.393953	0.408225	0.518713	0.504464
486	6	267.21	267.3	267.25	1133	0.112717	0.106863	0.376207	0.428995	0.511077	0.464143
495	1	271.7	271.79	271.75	958	0.101195	0.101547	0.407494	0.424152	0.491311	0.4743
495	2	271.79	271.88	271.84	1397	0.102866	0.0947224	0.44129	0.433791	0.455845	0.471486
495	3	271.88	271.98	271.93	1202	0.0881811	0.0889083	0.427512	0.449771	0.484307	0.461321
495	4	271.98	272.07	272.02	813	0.125285	0.127993	0.390986	0.427222	0.483729	0.444784
495	5	272.07	272.16	272.11	644	0.123077	0.121502	0.407803	0.422337	0.46912	0.456161
495	6	272.16	272.25	272.2	668	0.120497	0.123386	0.397648	0.417907	0.481855	0.458707
504	1	276.65	276.74	276.7	1143	0.0993353	0.0956909	0.368481	0.420407	0.532183	0.483902
504	2	276.74	276.83	276.79	1091	0.115669	0.0956413	0.390716	0.415387	0.493615	0.488972
504	3	276.83	276.93	276.88	1042	0.109862	0.111339	0.403262	0.429761	0.486876	0.4589
504	4	276.93	277.02	276.97	918	0.111787	0.0945056	0.38021	0.391979	0.508003	0.513516
504	5	277.02	277.11	277.06	1236	0.0760978	0.0688704	0.41372	0.438487	0.510182	0.492642
504	6	277.11	277.2	277.15	1044	0.123195	0.103814	0.344945	0.400498	0.53186	0.495688
505	1	277.2	277.29	277.25	1084	0.0895216	0.0864889	0.390379	0.434411	0.5201	0.479101
505	2	277.29	277.38	277.34	1169	0.0853392	0.0961889	0.384453	0.4176	0.530208	0.486211
505	3	277.38	277.48	277.43	1000	0.0965592	0.0895151	0.364728	0.414597	0.538712	0.495888
505	4	277.48	277.57	277.52	689	0.129176	0.127113	0.385725	0.414306	0.485099	0.458581
505	5	277.57	277.66	277.61	686	0.0832718	0.105106	0.377362	0.419269	0.539366	0.475624
505	6	277.66	277.75	277.7	829	0.100569	0.101155	0.363254	0.402822	0.536177	0.496023
526	1	288.75	288.84	288.8	654	0.120696	0.127543	0.375032	0.413014	0.504272	0.459443
526	2	288.84	288.93	288.89	916	0.114034	0.0971634	0.392442	0.437974	0.493524	0.464863
526	3	288.93	289.03	288.98	597	0.127909	0.118151	0.368831	0.39924	0.50326	0.482609
526	4	289.03	289.12	289.07	891	0.12032	0.111492	0.387439	0.415163	0.492241	0.473344
526	5	289.12	289.21	289.16	906	0.101939	0.102994	0.356919	0.404747	0.541143	0.49226
526	6	289.21	289.3	289.25	760	0.112945	0.114604	0.421488	0.427385	0.465566	0.458011
535	1	293.7	293.79	293.75	877	0.10579	0.0958005	0.420028	0.420996	0.474182	0.483204
535	2	293.79	293.88	293.84	698	0.124982	0.128807	0.354572	0.400677	0.520446	0.470516
535	3	293.88	293.98	293.93	688	0.100435	0.0907193	0.394961	0.432236	0.504604	0.477044
535	4	293.98	294.07	294.02	786	0.0721749	0.0812834	0.380535	0.428643	0.54729	0.490074
535	5	294.07	294.16	294.11	699	0.10347	0.106143	0.399406	0.426615	0.497123	0.467242
535	6	294.16	294.25	294.2	624	0.119694	0.101841	0.401057	0.416322	0.479248	0.481838
550	1	301.95	302.04	302	794	0.122712	0.108565	0.385344	0.430393	0.491944	0.461043
550	2	302.04	302.13	302.09	736	0.0945788	0.101152	0.345755	0.418797	0.559666	0.480052
550	3	302.13	302.23	302.18	987	0.120563	0.109343	0.405852	0.43694	0.473585	0.453716
550	4	302.23	302.32	302.27	1069	0.10294	0.0996421	0.385233	0.426381	0.511827	0.473977
550	5	302.32	302.41	302.36	1009	0.10726	0.0991368	0.429255	0.446462	0.463485	0.454401
550	6	302.41	302.5	302.45	616	0.109173	0.11376	0.31941	0.395917	0.571417	0.490323
551	1	302.5	302.59	302.55	667	0.0835758	0.0795917	0.348852	0.399745	0.567573	0.520663
551	2	302.59	302.68	302.64	774	0.0710616	0.0675583	0.419011	0.423609	0.509928	0.508833
551	3	302.68	302.78	302.73	849	0.0868883	0.0912372	0.338311	0.364075	0.5748	0.544688
551	4	302.78	302.87	302.82	568	0.0965628	0.105288	0.313664	0.397769	0.589773	0.496943
551	5	302.87	302.96	302.91	995	0.066974	0.064897	0.359103	0.403624	0.573923	0.531479
551	6	302.96	303.05	303	762	0.0723435	0.0729677	0.342553	0.399155	0.585103	0.527877
566	1	310.75	310.84	310.8	1037	0.0807858	0.0637867	0.383428	0.437236	0.535786	0.498978
566	2	310.84	310.93	310.89	902	0.09267	0.0815097	0.354586	0.415593	0.552744	0.502898
566	3	310.93	311.03	310.98	718	0.0728815	0.0957816	0.368459	0.376991	0.55866	0.527227
566	4	311.03	311.12	311.07	841	0.0852383	0.0755586	0.382164	0.413007	0.532598	0.511435
566	5	311.12	311.21	311.16	1363	0.0648591	0.0673549	0.404194	0.437584	0.530947	0.495061
566	6	311.21	311.3	311.25	1112	0.0647004	0.0672839	0.401036	0.438753	0.534264	0.493963
582	1	319.55	319.64	319.6	787	0.0758326	0.080246	0.407373	0.436337	0.516794	0.483417
582	2	319.64	319.73	319.69	773	0.100826	0.0972229	0.377486	0.434959	0.521687	0.467818
582	3	319.73	319.83	319.78	602	0.100781	0.103957	0.346806	0.42893	0.552413	0.467112
582	4	319.83	319.92	319.87	696	0.0784418	0.0883978	0.422135	0.433624	0.499423	0.477978
582	5	319.92	320.01	319.96	1037	0.0962599	0.0849589	0.384113	0.430327	0.519627	0.484715
582	6	320.01	320.1	320.05	542	0.107893	0.105615	0.380808	0.424709	0.511298	0.469676
583	1	320.1	320.19	320.15	611	0.0952384	0.0946537	0.388616	0.423922	0.516146	0.481424
583	2	320.19	320.28	320.24	686	0.124522	0.114752	0.408845	0.42224	0.466633	0.463008
583	3	320.28	320.38	320.33	668	0.0818554	0.0996115	0.327083	0.426357	0.591061	0.474031
583	4	320.38	320.47	320.42	649	0.0904605	0.105626	0.317573	0.43133	0.591967	0.463043
583	5	320.47	320.56	320.51	601	0.103376	0.109196	0.364461	0.444572	0.532162	0.446231
583	6	320.56	320.65	320.6	521	0.0854985	0.11638	0.377226	0.433224	0.537275	0.450395
596	1	327.25	327.34	327.3	740	0.0791433	0.0789065	0.336968	0.407052	0.583889	0.514042
596	2	327.34	327.43	327.39	654	0.0968945	0.0854682	0.380441	0.397438	0.522664	0.517094
596	3	327.43	327.53	327.48	813	0.081475	0.0878527	0.346208	0.382035	0.572317	0.530113
596	4	327.53	327.62	327.57	795	0.0728466	0.072287	0.373098	0.413741	0.554055	0.513972
596	5	327.62	327.71	327.66	938	0.0678052	0.0570367	0.335785	0.403491	0.59641	0.539473
596	6	327.71	327.8	327.75	608	0.0893837	0.0971018	0.317207	0.405783	0.593409	0.497115
597	1	327.8	327.89	327.85	796	0.0562285	0.0612837	0.360465	0.42289	0.583307	0.515826
597	2	327.89	327.98	327.94	693	0.0726596	0.0673728	0.330308	0.417822	0.597032	0.514806
597	3	327.98	328.08	328.03	819	0.0692857	0.0669326	0.400948	0.447315	0.529767	0.485752
597	4	328.08	328.17	328.12	1031	0.0618142	0.0590269	0.34179	0.432414	0.596396	0.508559
597	5	328.17	328.26	328.21	520	0.0671011	0.0814511	0.333906	0.408257	0.598993	0.510292
597	6	328.26	328.35	328.3	696	0.0865877	0.0821853	0.358487	0.377061	0.554925	0.540754
599	1	306.9	306.99	306.95	531	0.094259	0.0852997	0.311389	0.402269	0.594352	0.512431
599	2	306.99	307.08	307.04	431	0.105253	0.105945	0.357305	0.39788	0.537442	0.496174
599	3	307.08	307.18	307.13	897	0.0780527	0.0796755	0.324015	0.390824	0.597933	0.5295
616	1	338.25	338.34	338.3	964	0.0919739	0.0810004	0.396802	0.421459	0.511224	0.49754
616	2	338.34	338.43	338.39	657	0.0852098	0.079831	0.390456	0.430467	0.524334	0.489702
616	3	338.43	338.53	338.48	1268	0.063656	0.0627193	0.400618	0.425011	0.535726	0.512269
616	4	338.53	338.62	338.57	796	0.0825737	0.0815248	0.406759	0.426718	0.510668	0.491757
616	5	338.62	338.71	338.66	929	0.0626348	0.0721015	0.361802	0.410246	0.575563	0.517653
616	6	338.71	338.8	338.75	1109	0.0789448	0.0596415	0.375535	0.415197	0.54552	0.525161
636	1	349.25	349.34	349.3	779	0.0855498	0.0929995	0.401883	0.421284	0.512567	0.485716
636	2	349.34	349.43	349.39	926	0.0657756	0.0694251	0.387723	0.445628	0.546501	0.484947
636	3	349.43	349.53	349.48	696	0.0711422	0.0722037	0.356389	0.44714	0.572469	0.480657
636	4	349.53	349.62	349.57	852	0.0680202	0.0712157	0.409885	0.413227	0.522095	0.515557
636	5	349.62	349.71	349.66	594	0.0824534	0.0992622	0.393359	0.429551	0.524188	0.471187
636	6	349.71	349.8	349.75	751	0.0734105	0.0755694	0.424109	0.445826	0.50248	0.478604
646	1	354.75	354.84	354.8	385	0.0772537	0.141476	0.363412	0.378625	0.559334	0.479899
646	2	354.84	354.93	354.89	579	0.0853965	0.109929	0.340698	0.403549	0.573906	0.486522
646	3	354.93	355.03	354.98	828	0.0635387	0.0667454	0.348599	0.392746	0.587863	0.540508
646	4	355.03	355.12	355.07	726	0.0774409	0.0785674	0.346216	0.388512	0.576343	0.53292
646	5	355.12	355.21	355.16	949	0.061821	0.0558188	0.369538	0.406357	0.568641	0.537824
646	6	355.21	355.3	355.25	1252	0.0603952	0.0562944	0.378626	0.4185	0.560979	0.525205
657	1	360.8	360.89	360.85	874	0.0515251	0.059146	0.388079	0.416063	0.560396	0.524791
657	2	360.89	360.98	360.94	739	0.0594094	0.0609109	0.317361	0.389645	0.62323	0.549444
657	3	360.98	361.08	361.03	778	0.0544106	0.047701	0.361255	0.412221	0.584334	0.540079
657	4	361.08	361.17	361.12	633	0.0556938	0.0597041	0.327014	0.395365	0.617292	0.544931
657	6	361.26	361.35	361.3	1438	0.0423187	0.0399732	0.404435	0.421738	0.553246	0.538288
666	1	365.75	365.84	365.8	551	0.0723895	0.0763409	0.372842	0.376022	0.554769	0.547637
666	2	365.84	365.93	365.89	732	0.0637405	0.0609365	0.410046	0.436468	0.526214	0.502596
666	3	365.93	366.03	365.98	597	0.08537	0.084398	0.341848	0.354174	0.572782	0.561428
666	4	366.03	366.12	366.07	860	0.0540109	0.0562689	0.413806	0.420223	0.532183	0.523508
666	5	366.12	366.21	366.16	644	0.064279	0.0611605	0.34367	0.383503	0.592051	0.555337
666	6	366.21	366.3	366.25	482	0.0759628	0.0640013	0.324776	0.384174	0.599261	0.551825
686	1	376.75	376.84	376.8	1009	0.034049	0.0341667	0.368155	0.420636	0.597796	0.545197
686	2	376.84	376.93	376.89	995	0.0360674	0.0370288	0.391327	0.44661	0.572606	0.516362
686	3	376.93	377.03	376.98	574	0.0515071	0.0529829	0.378613	0.412607	0.56988	0.53441
686	4	377.03	377.12	377.07	847	0.0401271	0.0392566	0.367485	0.423765	0.592388	0.536978
686	5	377.12	377.21	377.16	649	0.0514346	0.0487747	0.364301	0.413189	0.584265	0.538036
686	6	377.21	377.3	377.25	593	0.0450336	0.0481016	0.34674	0.398611	0.608227	0.553287
724	1	397.65	397.74	397.7	574	0.0445677	0.0567965	0.339633	0.431382	0.615799	0.511821
724	2	397.74	397.83	397.79	626	0.0632532	0.0482888	0.362082	0.411891	0.574665	0.53982
724	3	397.83	397.93	397.88	534	0.0727991	0.0783537	0.373538	0.44122	0.553663	0.480426
724	4	397.93	398.02	397.97	635	0.0580432	0.0611081	0.384734	0.405694	0.557223	0.533197
724	5	398.02	398.11	398.06	630	0.055663	0.0757607	0.334709	0.415255	0.609628	0.508984
724	6	398.11	398.2	398.15	542	0.0645915	0.0723132	0.386697	0.42583	0.548712	0.501857
756	1	415.25	415.34	415.3	1536	0.0323029	0.0268452	0.384685	0.40735	0.583012	0.565805
756	2	415.34	415.43	415.39	1126	0.0368651	0.0337333	0.367679	0.405828	0.595456	0.560439
756	3	415.43	415.53	415.48	1022	0.0380533	0.0478626	0.352721	0.410502	0.609225	0.541635
756	4	415.53	415.62	415.57	1205	0.0334366	0.0313764	0.412393	0.420909	0.55417	0.547715
756	5	415.62	415.71	415.66	877	0.0459878	0.0472587	0.408035	0.40955	0.545977	0.543191
756	6	415.71	415.8	415.75	956	0.034072	0.0337204	0.34253	0.395949	0.623398	0.570331
776	1	426.25	426.34	426.3	515	0.0466881	0.0518266	0.398198	0.434204	0.555114	0.51397
776	2	426.34	426.43	426.39	932	0.0387501	0.0400881	0.383663	0.393001	0.577587	0.56691
776	3	426.43	426.53	426.48	499	0.0485768	0.0514731	0.290902	0.391793	0.660521	0.556734
776	4	426.53	426.62	426.57	687	0.0360042	0.036018	0.349716	0.422074	0.61428	0.541908
776	5	426.62	426.71	426.66	703	0.0387584	0.0414864	0.389323	0.453599	0.571919	0.504915
776	6	426.71	426.8	426.75	584	0.0586755	0.054977	0.338572	0.413132	0.602753	0.531891
796	1	437.25	437.34	437.3	708	0.0417801	0.0351917	0.300582	0.378448	0.657638	0.58636
796	2	437.34	437.43	437.39	966	0.0357728	0.0347498	0.338661	0.367024	0.625566	0.598226
796	3	437.43	437.53	437.48	1115	0.0285111	0.0225881	0.324512	0.399052	0.646977	0.57836
796	4	437.53	437.62	437.57	926	0.0279758	0.0278023	0.389623	0.422744	0.582401	0.549453
796	5	437.62	437.71	437.66	990	0.0348244	0.0290556	0.380577	0.418746	0.584598	0.552199
796	6	437.71	437.8	437.75	930	0.0235124	0.0253041	0.347355	0.392414	0.629132	0.582281
816	1	448.25	448.34	448.3	814	0.0332618	0.0280641	0.31879	0.403609	0.647948	0.568327
816	2	448.34	448.43	448.39	645	0.0333103	0.0338415	0.331215	0.378728	0.635475	0.587431
816	3	448.43	448.53	448.48	630	0.0288302	0.026343	0.306979	0.405046	0.664191	0.568611
816	4	448.53	448.62	448.57	696	0.0336752	0.0306841	0.334693	0.407533	0.631632	0.561782
816	5	448.62	448.71	448.66	880	0.0305566	0.0289267	0.376326	0.369805	0.593117	0.601268
816	6	448.71	448.8	448.75	776	0.0249526	0.0267852	0.30457	0.374266	0.670477	0.598949
836	1	459.25	459.34	459.3	549	0.0435786	0.0461825	0.382016	0.429083	0.574406	0.524734
836	2	459.34	459.43	459.39	661	0.0415242	0.0462962	0.392116	0.461804	0.56636	0.4919
836	3	459.43	459.53	459.48	442	0.0296517	0.0394975	0.335856	0.441615	0.634492	0.518888
836	4	459.53	459.62	459.57	551	0.0400125	0.0420794	0.345493	0.443458	0.614495	0.514462
836	5	459.62	459.71	459.66	485	0.0396054	0.0403066	0.342107	0.457693	0.618288	0.502001
836	6	459.71	459.8	459.75	497	0.040676	0.0340525	0.338192	0.441242	0.621132	0.524706
837	1	459.8	459.89	459.85	514	0.0324492	0.0408937	0.342581	0.394821	0.624969	0.564285
837	2	459.89	459.98	459.94	221	0.0536152	0.0713041	0.351877	0.431941	0.594507	0.496755
837	3	459.98	460.08	460.03	561	0.0439289	0.0414196	0.356459	0.391959	0.599613	0.566622
866	1	475.75	475.84	475.8	597	0.0393284	0.0380647	0.358532	0.432537	0.60214	0.529399
866	2	475.84	475.93	475.89	611	0.031108	0.0374914	0.354805	0.415867	0.614087	0.546642
866	3	475.93	476.03	475.98	850	0.0297927	0.0250806	0.333619	0.391038	0.636588	0.583881
866	4	476.03	476.12	476.07	752	0.0210226	0.0189753	0.328577	0.424023	0.6504	0.557002
866	5	476.12	476.21	476.16	849	0.0403808	0.026829	0.380869	0.407882	0.57875	0.565289
866	6	476.21	476.3	476.25	679	0.0336499	0.0285992	0.377304	0.448861	0.589047	0.52254
896	1	492.25	492.34	492.3	946	0.0179605	0.0185303	0.379816	0.456107	0.602223	0.525362
896	2	492.34	492.43	492.39	659	0.0283299	0.0276896	0.35789	0.452739	0.61378	0.519571
896	3	492.43	492.53	492.48	499	0.0255615	0.0267911	0.32769	0.433365	0.646748	0.539843
896	4	492.53	492.62	492.57	569	0.0287886	0.0300572	0.327796	0.405201	0.643415	0.564742
896	5	492.62	492.71	492.66	748	0.0221144	0.0180768	0.375775	0.443873	0.602111	0.53805
896	6	492.71	492.8	492.75	788	0.0221775	0.0189279	0.33944	0.418337	0.638383	0.562735
936	1	514.25	514.34	514.3	623	0.0335942	0.0246382	0.354977	0.412001	0.611429	0.563361
936	2	514.34	514.43	514.39	603	0.0294825	0.0262833	0.3734	0.428234	0.597117	0.545483
936	3	514.43	514.53	514.48	834	0.0200068	0.0158547	0.3352	0.401297	0.644793	0.582849
936	4	514.53	514.62	514.57	522	0.0227346	0.0231508	0.333004	0.410534	0.644262	0.566315
936	5	514.62	514.71	514.66	493	0.0228452	0.0199198	0.32688	0.400888	0.650275	0.579192
936	6	514.71	514.8	514.75	765	0.0124027	0.010848	0.31463	0.411302	0.672968	0.57785
956	1	525.25	525.34	525.3	836	0.023563	0.0232239	0.349215	0.419232	0.627222	0.557544
956	2	525.34	525.43	525.39	932	0.0320358	0.0169373	0.36905	0.379292	0.598914	0.603771
956	3	525.43	525.53	525.48	539	0.0287866	0.0261799	0.312673	0.382298	0.65854	0.591522
956	4	525.53	525.62	525.57	536	0.0334243	0.0346749	0.346985	0.398394	0.619591	0.566931
956	5	525.62	525.71	525.66	942	0.0209184	0.0247553	0.385902	0.395557	0.59318	0.579687
956	6	525.71	525.8	525.75	957	0.0202138	0.0224519	0.364818	0.41113	0.614968	0.566418
977	1	536.8	536.89	536.85	820	0.0277201	0.0258274	0.356207	0.425725	0.616073	0.548447
977	2	536.89	536.98	536.94	586	0.0196403	0.0191674	0.362346	0.472012	0.618014	0.508821
977	3	536.98	537.08	537.03	559	0.0165235	0.0175447	0.302039	0.410743	0.681438	0.571712
977	4	537.08	537.17	537.12	748	0.0193743	0.0135289	0.368926	0.448263	0.6117	0.538208
977	5	537.17	537.26	537.21	598	0.019712	0.0206423	0.348214	0.428556	0.632074	0.550802
977	6	537.26	537.35	537.3	586	0.0132596	0.0136803	0.368886	0.421173	0.617855	0.565146
995	1	546.7	546.79	546.75	683	0.0178583	0.0195287	0.366204	0.412216	0.615938	0.568256
995	2	546.79	546.88	546.84	1054	0.0217179	0.0183529	0.389616	0.426797	0.588666	0.55485
995	3	546.88	546.98	546.93	782	0.011954	0.013395	0.404113	0.45095	0.583933	0.535655
995	4	546.98	547.07	547.02	721	0.0197235	0.019891	0.430547	0.463776	0.54973	0.516333
995	5	547.07	547.16	547.11	784	0.0201759	0.0205706	0.389394	0.415223	0.59043	0.564206
995	6	547.16	547.25	547.2	643	0.0211887	0.0220418	0.355756	0.384948	0.623055	0.59301
1000	1	549.45	549.54	549.5	358	0.0197871	0.0263291	0.378795	0.374778	0.601418	0.598893
1000	2	549.54	549.63	549.59	188	0.0197751	0.0258442	0.328705	0.43173	0.65152	0.542426
1000	3	549.63	549.73	549.68	511	0.0264931	0.0239336	0.398968	0.409257	0.574539	0.566809
1016	1	558.25	558.34	558.3	855	0.0235937	0.0254659	0.39894	0.445269	0.577466	0.529265
1016	2	558.34	558.43	558.39	768	0.0250588	0.0252742	0.40681	0.439456	0.568131	0.53527
1016	3	558.43	558.53	558.48	987	0.0190789	0.0213408	0.371558	0.436208	0.609363	0.542451
1016	4	558.53	558.62	558.57	890	0.0232371	0.0239787	0.39531	0.446879	0.581453	0.529142
1016	5	558.62	558.71	558.66	611	0.0300378	0.0319711	0.336716	0.430782	0.633246	0.537247
1016	6	558.71	558.8	558.75	763	0.0184469	0.0151205	0.346321	0.389534	0.635232	0.595345
1057	1	580.8	580.89	580.85	675	0.0145313	0.0148493	0.37964	0.381766	0.605829	0.603385
1057	2	580.89	580.98	580.94	1297	0.00803797	0.00852758	0.343418	0.395521	0.648544	0.595951
1057	3	580.98	581.08	581.03	1059	0.00934766	0.00885327	0.355182	0.397723	0.63547	0.593424
1057	4	581.08	581.17	581.12	510	0.014918	0.0173444	0.314969	0.431463	0.670113	0.551193
1057	5	581.17	581.26	581.21	642	0.0162504	0.0159492	0.332455	0.390181	0.651294	0.59387
1057	6	581.26	581.35	581.3	579	0.0119382	0.0104837	0.313846	0.38524	0.674216	0.604276
1096	1	602.25	602.34	602.3	596	0.0190131	0.0311104	0.358188	0.400418	0.622799	0.568472
1096	2	602.34	602.43	602.39	731	0.0237222	0.0340464	0.327991	0.378154	0.648286	0.587799
1096	3	602.43	602.53	602.48	845	0.0273426	0.0324203	0.323484	0.402532	0.649173	0.565048
1096	4	602.53	602.62	602.57	903	0.0200028	0.0198811	0.359904	0.438472	0.620093	0.541646
1096	5	602.62	602.71	602.66	705	0.0184281	0.0172798	0.356806	0.41622	0.624766	0.566501
1096	6	602.71	602.8	602.75	938	0.0169328	0.0167916	0.362234	0.408	0.620833	0.575209
1116	1	613.25	613.34	613.3	910	0.0141128	0.0166898	0.323691	0.386631	0.662197	0.596679
1116	2	613.34	613.43	613.39	583	0.0147931	0.0140594	0.345112	0.379485	0.640095	0.606456
1116	3	613.43	613.53	613.48	677	0.0131043	0.0143391	0.370821	0.400582	0.616075	0.585079
1116	4	613.53	613.62	613.57	787	0.0130757	0.0132636	0.342498	0.391542	0.644426	0.595194
1116	5	613.62	613.71	613.66	788	0.0147187	0.0132154	0.351524	0.409413	0.633757	0.577372
1116	6	613.71	613.8	613.75	841	0.0144292	0.014928	0.330582	0.380433	0.654989	0.604639
1146	1	629.75	629.84	629.8	769	0.0202811	0.0162695	0.388435	0.408821	0.591284	0.57491
1146	2	629.84	629.93	629.89	888	0.0147158	0.0141178	0.333196	0.391685	0.652088	0.594198
1146	3	629.93	630.03	629.98	873	0.0202979	0.0162214	0.326282	0.375077	0.653421	0.608702
1146	4	630.03	630.12	630.07	834	0.019998	0.0201256	0.36796	0.392913	0.612042	0.586961
1146	5	630.12	630.21	630.16	1076	0.0191666	0.0148686	0.358258	0.380483	0.622576	0.604649
1146	6	630.21	630.3	630.25	979	0.0247211	0.0188336	0.330777	0.384824	0.644501	0.596343
1174	3	645.33	645.43	645.38	986	0.0163745	0.0208813	0.369965	0.399576	0.613661	0.579543
1185	1	651.2	651.29	651.25	624	0.0124402	0.012587	0.379437	0.374203	0.608122	0.61321
1185	2	651.29	651.38	651.34	510	0.0188406	0.0143561	0.395894	0.46763	0.585265	0.518014
1185	3	651.38	651.48	651.43	553	0.0158774	0.0127458	0.440986	0.390263	0.543137	0.596991
1185	4	651.48	651.57	651.52	647	0.0141927	0.0131954	0.406647	0.405413	0.57916	0.581392
1185	5	651.57	651.66	651.61	864	0.0115769	0.011708	0.411655	0.41029	0.576768	0.578002
1185	6	651.66	651.75	651.7	928	0.012135	0.0101204	0.448361	0.418218	0.539504	0.571662
1208	1	663.85	663.94	663.9	1096	0.01931	0.0162278	0.378574	0.391924	0.602116	0.591848
1208	2	663.94	664.03	663.99	214	0.0142887	0.0149997	0.429511	0.442657	0.5562	0.542344
1208	3	664.03	664.13	664.08	1025	0.012557	0.0116038	0.357384	0.398085	0.630059	0.590311
1214	1	667.15	667.24	667.2	521	0.0164566	0.0166239	0.407072	0.467954	0.576471	0.515422
1214	2	667.24	667.33	667.29	798	0.0160792	0.0154995	0.350506	0.398894	0.633415	0.585607
1214	3	667.33	667.43	667.38	614	0.0149845	0.0155028	0.385452	0.420197	0.599563	0.564301
1214	4	667.43	667.52	667.47	679	0.0141821	0.0161711	0.316962	0.41574	0.668856	0.568088
1214	5	667.52	667.61	667.56	832	0.0146948	0.0149217	0.370109	0.428487	0.615196	0.556591
1214	6	667.61	667.7	667.65	778	0.0134531	0.0125348	0.431664	0.448301	0.554883	0.539164
1247	1	685.3	685.39	685.35	703	0.00789861	0.0104353	0.392168	0.455529	0.599933	0.534035
1247	2	685.39	685.48	685.44	482	0.00973704	0.0118203	0.386849	0.467042	0.603414	0.521138
1247	3	685.48	685.58	685.53	480	0.0124611	0.0119357	0.401264	0.419611	0.586275	0.568453
1247	4	685.58	685.67	685.62	799	0.0132578	0.0105373	0.428435	0.450759	0.558308	0.538704
1247	5	685.67	685.76	685.71	466	0.0165429	0.0151402	0.36217	0.450564	0.621287	0.534296
1247	6	685.76	685.85	685.8	605	0.0101052	0.0127633	0.394938	0.474308	0.594956	0.512929
1276	1	701.25	701.34	701.3	894	0.00825196	0.00772661	0.36488	0.388616	0.626868	0.603657
1276	2	701.34	701.43	701.39	929	0.0139827	0.0111199	0.287895	0.347996	0.698122	0.640884
1276	3	701.43	701.53	701.48	699	0.0122334	0.0107151	0.336194	0.388093	0.651573	0.601192
1276	4	701.53	701.62	701.57	943	0.0120329	0.00973895	0.293248	0.376828	0.694719	0.613433
1276	5	701.62	701.71	701.66	989	0.0111854	0.00954914	0.319908	0.360932	0.668906	0.629519
1276	6	701.71	701.8	701.75	872	0.0117367	0.0137376	0.364738	0.368243	0.623525	0.61802
1315	1	722.7	722.79	722.75	550	0.0168817	0.0141164	0.442812	0.399015	0.540306	0.586869
1315	2	722.79	722.88	722.84	916	0.00912134	0.00842347	0.450672	0.424599	0.540206	0.566978
1315	3	722.88	722.98	722.93	834	0.0102698	0.00922107	0.413071	0.437668	0.576659	0.553111
1315	4	722.98	723.07	723.02	846	0.00986047	0.00947361	0.435904	0.437598	0.554235	0.552928
1315	5	723.07	723.16	723.11	548	0.0144358	0.0148342	0.361736	0.391119	0.623828	0.594047
1315	6	723.16	723.25	723.2	604	0.0097342	0.0101725	0.456604	0.466212	0.533662	0.523616
1346	1	739.75	739.84	739.8	796	0.00801521	0.00845892	0.411584	0.42101	0.580401	0.570531
1346	2	739.84	739.93	739.89	789	0.0102525	0.00984235	0.454427	0.475924	0.535321	0.514233
1346	3	739.93	740.03	739.98	805	0.0105077	0.0091212	0.39367	0.435826	0.595823	0.555053
1346	4	740.03	740.12	740.07	622	0.0141761	0.0137924	0.358865	0.438354	0.626959	0.547854
1346	5	740.12	740.21	740.16	829	0.0137284	0.0131741	0.355729	0.33473	0.630543	0.652096
1346	6	740.21	740.3	740.25	736	0.0136319	0.0130841	0.33085	0.352577	0.655518	0.634339
1377	1	756.8	756.89	756.85	1252	0.00936381	0.00844588	0.377262	0.437074	0.613374	0.55448
1377	2	756.89	756.98	756.94	880	0.0108689	0.00910646	0.357066	0.395618	0.632065	0.595275
1377	3	756.98	757.08	757.03	664	0.0168722	0.0160777	0.362601	0.416534	0.620527	0.567388
1377	4	757.08	757.17	757.12	1014	0.0133924	0.0119069	0.35397	0.40639	0.632638	0.581703
1377	5	757.17	757.26	757.21	1234	0.0174842	0.0140241	0.373051	0.405414	0.609465	0.580562
1377	6	757.26	757.35	757.3	771	0.0146413	0.0132982	0.326914	0.412966	0.658445	0.573736
1400	1	769.45	769.54	769.5	591	0.0137136	0.0122984	0.277551	0.35784	0.708736	0.629862
1400	2	769.54	769.63	769.59	176	0.0157973	0.0215716	0.214166	0.364244	0.770037	0.614184
