bag	section	Top_depth	Bottom_depth	Center_depth	number_grains	e1	e1_weighted	e2	e2_weighted	e3	e3_weighted
1400	3	769.63	769.73	769.68	647	0.0160067	0.0142421	0.312818	0.378735	0.671176	0.607023
1406	1	772.75	772.84	772.8	931	0.0116486	0.00965205	0.364183	0.4219	0.624169	0.568448
1406	2	772.84	772.93	772.89	920	0.009487	0.0113975	0.34443	0.405258	0.646083	0.583344
1406	3	772.93	773.03	772.98	720	0.0087922	0.00993204	0.341447	0.417667	0.64976	0.572401
1406	4	773.03	773.12	773.07	624	0.019019	0.0169493	0.300713	0.383136	0.680268	0.599915
1406	5	773.12	773.21	773.16	637	0.0174745	0.0221681	0.269067	0.36167	0.713458	0.616162
1406	6	773.21	773.3	773.25	626	0.0100434	0.0111209	0.365368	0.431809	0.624589	0.55707
1444	3	793.83	793.93	793.88	603	0.0187759	0.0188802	0.299479	0.324953	0.681745	0.656167
1444	4	793.93	794.02	793.97	689	0.0215943	0.0212083	0.319495	0.381458	0.658911	0.597334
1444	5	794.02	794.11	794.06	1083	0.0300863	0.0188952	0.343878	0.352601	0.626036	0.628503
1444	6	794.11	794.2	794.15	763	0.0151758	0.0127259	0.321502	0.382015	0.663322	0.605259
1475	1	810.7	810.79	810.75	898	0.0161042	0.0137524	0.333697	0.379182	0.650199	0.607065
1475	2	810.79	810.88	810.84	632	0.0192044	0.0148805	0.281953	0.372971	0.698843	0.612149
1475	3	810.88	810.98	810.93	768	0.0136015	0.0115792	0.326475	0.33399	0.659923	0.654431
1475	4	810.98	811.07	811.02	711	0.0217906	0.0189315	0.340719	0.369476	0.63749	0.611593
1475	5	811.07	811.16	811.11	702	0.0175231	0.0160012	0.323289	0.374668	0.659188	0.609331
1475	6	811.16	811.25	811.2	923	0.0133876	0.012407	0.300151	0.358243	0.686461	0.62935
1507	1	828.3	828.39	828.35	985	0.0170689	0.0151119	0.283339	0.364519	0.699592	0.620369
1507	3	828.48	828.58	828.53	1101	0.0188963	0.0166873	0.277653	0.333969	0.703451	0.649343
1507	4	828.58	828.67	828.62	830	0.0122157	0.0121437	0.355622	0.436586	0.632162	0.551271
1507	5	828.67	828.76	828.71	1053	0.0140995	0.0140514	0.380179	0.390824	0.605722	0.595124
1507	6	828.76	828.85	828.8	594	0.0338509	0.0225622	0.371927	0.405891	0.594222	0.571547
1546	1	849.75	849.84	849.8	537	0.0144293	0.0116052	0.412813	0.396841	0.572758	0.591554
1546	2	849.84	849.93	849.89	692	0.00982567	0.0100597	0.338309	0.40113	0.651866	0.58881
1546	3	849.93	850.03	849.98	651	0.0123013	0.0098482	0.436196	0.440581	0.551503	0.549571
1546	4	850.03	850.12	850.07	782	0.00826742	0.00888142	0.424024	0.418289	0.567708	0.572829
1546	5	850.12	850.21	850.16	729	0.00936673	0.00916806	0.419997	0.399795	0.570636	0.591037
1546	6	850.21	850.3	850.25	918	0.00770934	0.0078643	0.439812	0.430177	0.552479	0.561958
1558	1	856.35	856.44	856.4	985	0.0148262	0.0127097	0.393754	0.457558	0.59142	0.529732
1558	2	856.44	856.53	856.49	915	0.0107667	0.0108176	0.373621	0.42755	0.615612	0.561633
1558	3	856.53	856.63	856.58	755	0.0132029	0.0117118	0.376869	0.42186	0.609928	0.566428
1558	4	856.63	856.72	856.67	1247	0.00757233	0.00686952	0.388042	0.399448	0.604386	0.593682
1558	5	856.72	856.81	856.76	848	0.013531	0.0116082	0.317005	0.408953	0.669464	0.579438
1558	6	856.81	856.9	856.85	630	0.0126104	0.0139453	0.319902	0.360977	0.667488	0.625077
1588	1	872.85	872.94	872.9	1265	0.0119699	0.0149974	0.410143	0.425156	0.577887	0.559846
1588	2	872.94	873.03	872.99	859	0.00758356	0.00827501	0.370708	0.400232	0.621708	0.591493
1588	3	873.03	873.13	873.08	1118	0.0134432	0.0131811	0.358989	0.402724	0.627568	0.584094
1588	4	873.13	873.22	873.17	823	0.0226287	0.0289571	0.362775	0.397366	0.614596	0.573677
1588	6	873.31	873.4	873.35	1112	0.0131439	0.0116486	0.389619	0.442713	0.597237	0.545638
1606	1	882.75	882.84	882.8	997	0.0089336	0.0105861	0.405546	0.442933	0.58552	0.546481
1606	2	882.84	882.93	882.89	476	0.00871709	0.00747838	0.332857	0.334765	0.658426	0.657757
1606	3	882.93	883.03	882.98	1166	0.00963695	0.0105149	0.376847	0.436558	0.613516	0.552927
1615	1	887.7	887.79	887.75	709	0.0106276	0.00978648	0.446426	0.452651	0.542946	0.537563
1615	2	887.79	887.88	887.84	607	0.0117115	0.0107223	0.360338	0.453152	0.62795	0.536125
1615	3	887.88	887.98	887.93	920	0.0141063	0.0127044	0.394007	0.378122	0.591887	0.609174
1615	4	887.98	888.07	888.02	919	0.0210212	0.0172521	0.278975	0.33338	0.700004	0.649368
1615	5	888.07	888.16	888.11	758	0.0207727	0.016253	0.263308	0.298172	0.715919	0.685575
1615	6	888.16	888.25	888.2	448	0.0245098	0.0196974	0.309516	0.363139	0.665975	0.617163
1637	1	899.8	899.89	899.85	898	0.0164349	0.0144062	0.37428	0.405396	0.609285	0.580198
1637	2	899.89	899.98	899.94	673	0.0184545	0.0181689	0.371684	0.404155	0.609862	0.577676
1637	3	899.98	900.08	900.03	675	0.0153617	0.0156765	0.362104	0.336541	0.622534	0.647782
1637	4	900.08	900.17	900.12	956	0.0104817	0.0112728	0.344544	0.380413	0.644975	0.608315
1637	5	900.17	900.26	900.21	1117	0.0162853	0.0125962	0.348647	0.373718	0.635067	0.613685
1637	6	900.26	900.35	900.3	1091	0.00951654	0.011316	0.314389	0.319318	0.676094	0.669366
1933	1	1062.6	1062.69	1062.65	997	0.0140032	0.0237541	0.42312	0.413017	0.562877	0.563229
1933	2	1062.69	1062.78	1062.74	932	0.00943353	0.0129025	0.390809	0.400751	0.599758	0.586347
1933	3	1062.78	1062.88	1062.83	842	0.0111256	0.0131272	0.429071	0.394894	0.559804	0.591979
1933	4	1062.88	1062.97	1062.92	829	0.0197371	0.0214856	0.423449	0.355653	0.556814	0.622862
1933	5	1062.97	1063.06	1063.01	817	0.0119261	0.0142962	0.408955	0.385909	0.579119	0.599795
1933	6	1063.06	1063.15	1063.1	934	0.0121237	0.0129031	0.435757	0.415731	0.552119	0.571366
1965	1	1080.2	1080.29	1080.25	863	0.011615	0.0151304	0.364297	0.429229	0.624088	0.555641
1965	2	1080.29	1080.38	1080.34	1001	0.011661	0.0102911	0.412106	0.438733	0.576233	0.550976
1965	3	1080.38	1080.48	1080.43	919	0.00984039	0.00976772	0.381457	0.428367	0.608703	0.561865
1965	4	1080.48	1080.57	1080.52	804	0.00949699	0.0129211	0.373328	0.451879	0.617175	0.5352
1965	5	1080.57	1080.66	1080.61	919	0.00958039	0.00988391	0.387261	0.448001	0.603159	0.542115
1965	6	1080.66	1080.75	1080.7	813	0.0114469	0.0127358	0.344954	0.37928	0.643599	0.607985
1996	1	1097.25	1097.34	1097.3	937	0.00913457	0.00840043	0.440933	0.484002	0.549932	0.507597
1996	2	1097.34	1097.43	1097.39	845	0.0163202	0.0137514	0.410066	0.478714	0.573614	0.507535
1996	4	1097.53	1097.62	1097.57	847	0.0114126	0.0128184	0.40658	0.451877	0.582007	0.535305
1996	5	1097.62	1097.71	1097.66	1045	0.00889013	0.00905266	0.421225	0.462142	0.569885	0.528805
1996	6	1097.71	1097.8	1097.75	997	0.00985175	0.0088198	0.383229	0.424223	0.606919	0.566957
2026	1	1113.75	1113.84	1113.8	891	0.0104577	0.00803513	0.4176	0.415974	0.571942	0.575991
2026	2	1113.84	1113.93	1113.89	989	0.00637629	0.00691926	0.461255	0.484971	0.532368	0.508109
2026	3	1113.93	1114.03	1113.98	980	0.00787124	0.00760978	0.432221	0.433559	0.559908	0.558831
2026	4	1114.03	1114.12	1114.07	868	0.010014	0.00976362	0.421845	0.404521	0.568141	0.585715
2026	5	1114.12	1114.21	1114.16	868	0.00912407	0.00841697	0.435071	0.455269	0.555805	0.536314
2026	6	1114.21	1114.3	1114.25	951	0.00994126	0.00888573	0.383951	0.395769	0.606107	0.595345
2056	1	1130.25	1130.34	1130.3	1131	0.0106082	0.00987633	0.371253	0.419305	0.618139	0.570819
2056	2	1130.34	1130.43	1130.39	1113	0.0113379	0.0107777	0.405976	0.459018	0.582686	0.530205
2056	3	1130.43	1130.53	1130.48	1121	0.00977029	0.0102905	0.412166	0.461265	0.578063	0.528444
2056	4	1130.53	1130.62	1130.57	962	0.0124535	0.0102751	0.424306	0.468949	0.563241	0.520776
2056	5	1130.62	1130.71	1130.66	1146	0.0114974	0.0103554	0.394563	0.431867	0.593939	0.557777
2056	6	1130.71	1130.8	1130.75	1098	0.00957621	0.00995617	0.398417	0.460751	0.592007	0.529293
2075	1	1140.7	1140.79	1140.75	874	0.00976212	0.00925463	0.370119	0.447948	0.620119	0.542798
2075	2	1140.79	1140.88	1140.84	840	0.0113998	0.0108435	0.334877	0.44286	0.653723	0.546297
2075	3	1140.88	1140.98	1140.93	752	0.00936007	0.00955638	0.364678	0.475374	0.625962	0.515069
2075	4	1140.98	1141.07	1141.02	996	0.00760748	0.00838321	0.42152	0.463618	0.570873	0.527999
2075	5	1141.07	1141.16	1141.11	1034	0.0101485	0.0102789	0.42751	0.408713	0.562341	0.581008
2075	6	1141.16	1141.25	1141.2	935	0.00862158	0.00942496	0.373715	0.431469	0.617663	0.559106
2106	1	1157.75	1157.84	1157.8	1389	0.00933961	0.00814362	0.38614	0.400362	0.60452	0.591494
2106	2	1157.84	1157.93	1157.89	992	0.00857928	0.00793586	0.385446	0.412098	0.605975	0.579966
2106	3	1157.93	1158.03	1157.98	1252	0.0084679	0.00746055	0.362679	0.399868	0.628853	0.592671
2106	4	1158.03	1158.12	1158.07	1128	0.0119664	0.0117458	0.364354	0.401669	0.623679	0.586585
2106	5	1158.12	1158.21	1158.16	1118	0.0101778	0.0121749	0.356039	0.410871	0.633783	0.576954
2106	6	1158.21	1158.3	1158.25	1420	0.00909842	0.0107494	0.393753	0.414824	0.597148	0.574427
2136	1	1174.25	1174.34	1174.3	1674	0.012265	0.0108773	0.360346	0.38295	0.627389	0.606172
2136	2	1174.34	1174.43	1174.39	1435	0.0117262	0.0108547	0.396886	0.427203	0.591388	0.561942
2136	3	1174.43	1174.53	1174.48	1099	0.0092779	0.00808866	0.371022	0.424855	0.6197	0.567056
2136	4	1174.53	1174.62	1174.57	1288	0.0125326	0.0108285	0.34246	0.400603	0.645008	0.588569
2136	5	1174.62	1174.71	1174.66	1128	0.0132807	0.016171	0.342064	0.408897	0.644656	0.574932
2136	6	1174.71	1174.8	1174.75	1283	0.0144147	0.0140781	0.394115	0.414109	0.59147	0.571813
2156	1	1185.25	1185.34	1185.3	833	0.0116337	0.0124876	0.323531	0.404679	0.664835	0.582833
2156	2	1185.34	1185.43	1185.39	865	0.00822353	0.00842167	0.387864	0.413267	0.603912	0.578311
2156	3	1185.43	1185.53	1185.48	1099	0.00760037	0.00712589	0.409845	0.433816	0.582554	0.559058
2156	4	1185.53	1185.62	1185.57	869	0.0117598	0.0102577	0.339662	0.409271	0.648578	0.580471
2156	5	1185.62	1185.71	1185.66	986	0.0093895	0.00846499	0.370655	0.443483	0.619956	0.548052
2156	6	1185.71	1185.8	1185.75	683	0.00971268	0.00850471	0.445852	0.443069	0.544436	0.548427
2176	1	1196.25	1196.34	1196.3	1250	0.00950105	0.00842369	0.395432	0.412495	0.595067	0.579082
2176	2	1196.34	1196.43	1196.39	1273	0.00879958	0.00849876	0.381858	0.404128	0.609343	0.587373
2176	3	1196.43	1196.53	1196.48	1395	0.0077106	0.00705908	0.369008	0.393605	0.623281	0.599336
2176	4	1196.53	1196.62	1196.57	1133	0.00683893	0.00791124	0.375131	0.408986	0.61803	0.583103
2176	5	1196.62	1196.71	1196.66	1238	0.00826179	0.00782159	0.349822	0.376987	0.641916	0.615191
2176	6	1196.71	1196.8	1196.75	1234	0.00750934	0.00765345	0.399004	0.402712	0.593486	0.589634
2206	1	1212.75	1212.84	1212.8	1243	0.0106529	0.0155144	0.428797	0.433621	0.560551	0.550865
2206	2	1212.84	1212.93	1212.89	1253	0.0109288	0.019592	0.388672	0.425061	0.600399	0.555347
2206	3	1212.93	1213.03	1212.98	1327	0.0125107	0.0170438	0.390304	0.418249	0.597185	0.564707
2206	4	1213.03	1213.12	1213.07	1314	0.0109086	0.0192172	0.40177	0.433221	0.587321	0.547562
2206	5	1213.12	1213.21	1213.16	1616	0.0119156	0.0198505	0.352851	0.402471	0.635233	0.577679
2206	6	1213.21	1213.3	1213.25	1428	0.0155876	0.0313399	0.390116	0.424319	0.594297	0.544341
2221	1	1221	1221.09	1221.05	1578	0.0106116	0.0167645	0.36535	0.403893	0.624039	0.579342
2221	2	1221.09	1221.18	1221.14	451	0.00627652	0.00754259	0.43246	0.435637	0.561264	0.556821
2221	3	1221.18	1221.28	1221.23	1751	0.00714325	0.0076691	0.368774	0.39579	0.624083	0.596541
2236	1	1229.25	1229.34	1229.3	1323	0.0073159	0.00807785	0.438264	0.403892	0.55442	0.58803
2236	2	1229.34	1229.43	1229.39	1318	0.00699577	0.00640915	0.434277	0.437025	0.558727	0.556566
2236	3	1229.43	1229.53	1229.48	1166	0.00953746	0.0122629	0.411842	0.418356	0.57862	0.569381
2236	4	1229.53	1229.62	1229.57	1147	0.00761476	0.00653343	0.447942	0.441159	0.544443	0.552308
2236	5	1229.62	1229.71	1229.66	1421	0.0108788	0.0307294	0.451415	0.402357	0.537706	0.566913
2236	6	1229.71	1229.8	1229.75	1134	0.00916409	0.0328109	0.399975	0.385491	0.59086	0.581698
2256	1	1240.25	1240.34	1240.3	1619	0.0129177	0.0118099	0.387855	0.395302	0.599227	0.592888
2256	2	1240.34	1240.43	1240.39	1848	0.0167911	0.0181285	0.387299	0.397374	0.59591	0.584497
2256	3	1240.43	1240.53	1240.48	1627	0.0112419	0.0153995	0.385725	0.392471	0.603033	0.592129
2256	4	1240.53	1240.62	1240.57	1737	0.0149033	0.0211286	0.369678	0.377935	0.615419	0.600936
2256	5	1240.62	1240.71	1240.66	1569	0.0106054	0.0163475	0.413643	0.417823	0.575752	0.565829
2256	6	1240.71	1240.8	1240.75	1560	0.0111102	0.0306006	0.385801	0.383644	0.603088	0.585755
2286	1	1256.75	1256.84	1256.8	1870	0.0116013	0.0175998	0.357167	0.385542	0.631232	0.596859
2286	2	1256.84	1256.93	1256.89	1581	0.00892122	0.00994758	0.341732	0.399909	0.649347	0.590144
2286	3	1256.93	1257.03	1256.98	2081	0.0109162	0.0138767	0.321765	0.313904	0.667319	0.672219
2286	4	1257.03	1257.12	1257.07	1967	0.0116754	0.0230016	0.37454	0.364887	0.613785	0.612112
2286	5	1257.12	1257.21	1257.16	1848	0.0103184	0.0148011	0.368801	0.376503	0.620881	0.608696
2286	6	1257.21	1257.3	1257.25	1724	0.0104625	0.0182474	0.378962	0.379134	0.610575	0.602618
2316	1	1273.25	1273.34	1273.3	2111	0.0150031	0.0262746	0.367194	0.338489	0.617803	0.635237
2316	2	1273.34	1273.43	1273.39	2243	0.0138033	0.0278116	0.332855	0.327766	0.653341	0.644423
2316	3	1273.43	1273.53	1273.48	2463	0.0144887	0.0225276	0.349696	0.329201	0.635815	0.648272
2316	4	1273.53	1273.62	1273.57	2121	0.0102956	0.0132279	0.349302	0.346768	0.640402	0.640004
2316	5	1273.62	1273.71	1273.66	2103	0.0118339	0.0124164	0.347649	0.323587	0.640517	0.663997
2316	6	1273.71	1273.8	1273.75	2178	0.011182	0.0124106	0.331372	0.328295	0.657446	0.659294
2356	1	1295.25	1295.34	1295.3	2122	0.0112912	0.0139677	0.384863	0.352979	0.603846	0.633053
2356	2	1295.34	1295.43	1295.39	1411	0.00952982	0.00985553	0.385658	0.375742	0.604812	0.614403
2356	3	1295.43	1295.53	1295.48	1602	0.00807547	0.00833072	0.385528	0.410227	0.606397	0.581442
2356	4	1295.53	1295.62	1295.57	1633	0.0103383	0.0127997	0.397984	0.418122	0.591677	0.569079
2356	5	1295.62	1295.71	1295.66	1866	0.00988412	0.012816	0.350896	0.358181	0.63922	0.629003
2356	6	1295.71	1295.8	1295.75	1331	0.0101088	0.0106213	0.344778	0.349272	0.645113	0.640106
2386	1	1311.75	1311.84	1311.8	1253	0.00656924	0.00906263	0.36762	0.452951	0.625811	0.537986
2386	2	1311.84	1311.93	1311.89	1264	0.00629496	0.00903394	0.336295	0.411587	0.65741	0.579379
2386	3	1311.93	1312.03	1311.98	1468	0.00665915	0.00706819	0.3337	0.395375	0.65964	0.597557
2386	4	1312.03	1312.12	1312.07	1390	0.00642877	0.00666012	0.37254	0.419392	0.621032	0.573948
2386	5	1312.12	1312.21	1312.16	1684	0.00797658	0.00962659	0.344866	0.384826	0.647157	0.605547
2386	6	1312.21	1312.3	1312.25	1314	0.0065586	0.0125634	0.358472	0.435975	0.634969	0.551461
2416	1	1328.25	1328.34	1328.3	1602	0.0108579	0.0139834	0.394314	0.399996	0.594828	0.58602
2416	2	1328.34	1328.43	1328.39	1732	0.0119771	0.0123173	0.365092	0.374129	0.622931	0.613554
2416	3	1328.43	1328.53	1328.48	1895	0.0112541	0.0129674	0.396161	0.373475	0.592585	0.613558
2416	4	1328.53	1328.62	1328.57	1885	0.0107006	0.0110373	0.358336	0.396696	0.630964	0.592266
2416	5	1328.62	1328.71	1328.66	1974	0.0134983	0.0169488	0.356085	0.366437	0.630417	0.616614
2416	6	1328.71	1328.8	1328.75	1993	0.010767	0.0107639	0.393455	0.376679	0.595778	0.612557
2436	1	1339.25	1339.34	1339.3	1536	0.00732907	0.00789127	0.357469	0.349022	0.635202	0.643087
2436	2	1339.34	1339.43	1339.39	2119	0.00850793	0.00830764	0.34	0.329648	0.651492	0.662045
2436	3	1339.43	1339.53	1339.48	2441	0.00967469	0.00997129	0.310938	0.31482	0.679387	0.675209
2436	4	1339.53	1339.62	1339.57	1651	0.00608608	0.00637256	0.352327	0.363194	0.641586	0.630434
2436	5	1339.62	1339.71	1339.66	2340	0.00862509	0.00915948	0.351941	0.330097	0.639434	0.660743
2436	6	1339.71	1339.8	1339.75	2232	0.00907563	0.00998629	0.333226	0.306695	0.657698	0.683319
2446	1	1344.75	1344.84	1344.8	1798	0.0107888	0.0148883	0.396736	0.39152	0.592475	0.593591
2446	2	1344.84	1344.93	1344.89	2090	0.00898032	0.010041	0.382147	0.359662	0.608873	0.630297
2446	3	1344.93	1345.03	1344.98	2179	0.0117314	0.0117962	0.352446	0.350558	0.635823	0.637646
2446	4	1345.03	1345.12	1345.07	1721	0.00867183	0.00863873	0.365572	0.387314	0.625756	0.604047
2446	5	1345.12	1345.21	1345.16	1808	0.00782131	0.00782581	0.371969	0.378328	0.62021	0.613846
2446	6	1345.21	1345.3	1345.25	1823	0.00804319	0.00851075	0.352132	0.368046	0.639825	0.623443
2475	1	1360.7	1360.79	1360.75	1193	0.00559494	0.00498651	0.482315	0.409785	0.51209	0.585229
2475	2	1360.79	1360.88	1360.84	1220	0.0059987	0.00560447	0.468525	0.432042	0.525476	0.562354
2475	3	1360.88	1360.98	1360.93	1129	0.00654551	0.00645398	0.419026	0.463519	0.574429	0.530027
2475	4	1360.98	1361.07	1361.02	1124	0.00616428	0.00540346	0.457077	0.407729	0.536759	0.586867
2475	5	1361.07	1361.16	1361.11	1268	0.00655579	0.00658095	0.432489	0.42805	0.560955	0.565369
2475	6	1361.16	1361.25	1361.2	957	0.00571384	0.00571963	0.398629	0.447461	0.595657	0.546819
2486	1	1366.75	1366.84	1366.8	1388	0.00582296	0.00678127	0.378357	0.410745	0.61582	0.582474
2486	2	1366.84	1366.93	1366.89	1890	0.00795739	0.0102248	0.31931	0.350807	0.672732	0.638968
2486	3	1366.93	1367.03	1366.98	1702	0.00658217	0.00840933	0.339873	0.362864	0.653545	0.628727
2486	4	1367.03	1367.12	1367.07	1545	0.00650891	0.00677398	0.362029	0.410048	0.631462	0.583178
2486	5	1367.12	1367.21	1367.16	1647	0.00693097	0.00739567	0.305663	0.363532	0.687406	0.629072
2486	6	1367.21	1367.3	1367.25	1818	0.00790577	0.00822947	0.360418	0.373166	0.631676	0.618605
2506	1	1377.75	1377.84	1377.8	2110	0.011345	0.0129563	0.331348	0.340406	0.657307	0.646638
2506	2	1377.84	1377.93	1377.89	2351	0.012886	0.0157693	0.309432	0.322334	0.677682	0.661897
2506	3	1377.93	1378.03	1377.98	2548	0.01223	0.0139176	0.307225	0.305432	0.680545	0.68065
2506	4	1378.03	1378.12	1378.07	2001	0.0127836	0.0150715	0.341914	0.345521	0.645302	0.639407
2506	5	1378.12	1378.21	1378.16	1730	0.0124392	0.0140605	0.392589	0.380069	0.594972	0.60587
2506	6	1378.21	1378.3	1378.25	2229	0.0115906	0.013686	0.356465	0.341535	0.631945	0.644779
2535	1	1393.7	1393.79	1393.75	2752	0.0132551	0.0141232	0.324552	0.320906	0.662193	0.66497
2535	2	1393.79	1393.88	1393.84	3189	0.0154401	0.0165803	0.308247	0.287231	0.676313	0.696188
2535	3	1393.88	1393.98	1393.93	3390	0.015326	0.0170298	0.295579	0.286478	0.689095	0.696492
2535	4	1393.98	1394.07	1394.02	3213	0.0159422	0.0180835	0.292835	0.281072	0.691223	0.700844
2535	5	1394.07	1394.16	1394.11	2848	0.0140474	0.0152243	0.329562	0.319932	0.656391	0.664844
2535	6	1394.16	1394.25	1394.2	2839	0.0129001	0.0148433	0.322657	0.312191	0.664443	0.672965
2565	1	1410.2	1410.29	1410.25	2641	0.0103212	0.0128491	0.275294	0.303227	0.714384	0.683924
2565	2	1410.29	1410.38	1410.34	2572	0.0105092	0.0123477	0.286466	0.319306	0.703025	0.668346
2565	3	1410.38	1410.48	1410.43	2574	0.0104454	0.0124893	0.309353	0.32353	0.680201	0.663981
2565	4	1410.48	1410.57	1410.52	2686	0.0104133	0.0120435	0.288671	0.310532	0.700916	0.677424
2565	5	1410.57	1410.66	1410.61	1844	0.011579	0.0155568	0.300269	0.32609	0.688152	0.658354
