# azimuth	latitude
273.914	70.9996
329.219	81.8163
349.268	50.8064
192.696	56.6797
47.8103	58.86
160.457	70.9673
292.534	48.0562
234.694	61.2125
110.017	51.9626
92.7267	48.0082
316.582	45.4843
279.231	16.0417
114.6	64.8248
12.3315	83.5283
79.1994	21.1547
150.975	41.2567
212.044	67.3134
125.505	68.2054
119.075	13.2905
315.208	58.5037
10.5359	27.1663
15.82	84.8421
322.647	34.7394
294.867	4.84409
112.798	68.2085
75.8254	26.2745
14.235	85.853
18.7367	52.3683
116.74	62.5353
295.854	11.6857
290.839	39.7257
25.2248	85.7834
256.868	47.8901
295.518	11.0978
286.134	77.2507
114.445	10.8321
9.21467	23.5455
302.576	43.9952
41.4992	72.9003
106.701	70.2733
76.6059	79.8638
180.396	48.4214
283.273	24.2039
324.397	34.0211
52.318	58.4767
157.404	28.7572
70.5458	61.5864
129.023	24.6366
329.975	67.4739
166.442	48.7725
311.508	10.6533
112.286	10.3015
249.714	62.2491
36.3137	77.2714
93.7048	47.0537
134.455	27.2803
127.056	52.6316
302.688	80.8174
234.784	14.1377
289.931	7.72159
156.386	79.1877
2.36904	11.4377
115.966	73.4779
143.206	56.5032
139.201	39.9594
71.1151	78.7068
46.4531	61.9432
351.669	40.6802
314.42	11.2186
115.772	17.1351
279.984	17.4365
56.7142	66.7614
95.5281	21.072
135.756	34.5563
152.121	68.9814
152.557	44.7008
269.733	21.2774
31.9665	78.9727
127.488	19.4497
133.813	30.6
77.8278	65.9702
150.261	44.4119
148.657	20.2756
157.773	63.2275
200.27	24.8969
186.032	62.9092
23.418	48.1062
183.287	84.2323
142.715	42.8942
242.252	77.0749
158.723	51.0291
200.831	84.9633
102.592	40.6135
232.274	35.4251
282.987	82.1283
76.0905	65.5465
148.201	64.5447
334.553	25.0076
203.574	42.216
36.164	72.3237
33.5479	70.4003
25.9565	69.0507
337.621	48.0142
66.5239	58.2041
315.529	61.1114
62.6395	36.8862
338.357	21.9686
139.309	30.6281
150.285	59.4472
155.369	1.02359
94.1894	34.6603
130.288	28.0666
11.6968	68.689
154.208	60.3723
253.043	28.7065
316.728	15.5145
92.7725	69.6092
101.288	14.924
11.4224	69.4054
46.6659	67.6827
282.119	26.0277
240.069	69.0817
206.028	42.8418
62.4173	54.4134
299.666	38.3321
242.124	16.6679
267.507	53.4408
312.109	24.0093
125.065	2.60696
115.436	22.7296
239.308	65.0559
207.6	48.5541
273.834	31.7646
32.2859	70.0507
62.9122	20.4289
81.1875	58.8316
62.8367	20.5488
214.784	41.8366
217.557	72.6684
227.371	77.7718
315.652	38.1293
94.0607	10.5018
213.164	34.4105
313.018	34.285
100.989	21.3461
93.3441	21.4543
248.189	50.9044
148.041	30.2872
95.9187	67.5682
262.034	32.3375
301.932	19.5588
261.041	21.3933
259.349	52.1685
78.8508	40.4652
316.412	32.5763
350.697	58.7346
270.623	9.81136
96.1819	72.4165
129.036	35.8215
95.9958	72.708
86.5991	73.7814
83.8175	73.7433
123.46	25.6223
191.654	80.1718
291.27	37.587
330.006	59.8729
259.187	52.0085
193.432	69.6422
335.261	65.14
259.176	33.8102
121.091	31.868
317.651	28.9254
55.4021	57.6276
129.32	22.607
165.508	66.0454
340.13	63.7474
32.7912	63.4879
192.522	9.98872
48.551	64.8105
336.443	68.2088
146.593	49.559
100.871	17.4118
7.19266	36.623
96.0261	72.5129
290.568	33.079
249.013	58.4273
8.38245	38.7209
193.877	49.9378
288.828	40.8557
13.6736	65.1826
197.763	48.3869
127.759	65.6307
116.604	67.0956
202.166	53.9012
26.6324	52.6247
65.1675	65.081
173.736	60.2634
177.485	60.0202
343.005	31.0899
70.7743	65.2892
88.7701	21.5882
243.08	24.2439
106.843	25.3376
39.5118	34.8931
107.783	24.9556
243.584	57.5887
293.89	21.8764
302.307	49.6254
343.887	60.4089
93.8693	26.2148
112.505	11.0721
7.78299	36.4814
123.035	2.18899
71.641	38.6977
28.3772	65.0041
225.087	76.4763
64.7674	63.0575
124.142	2.53735
241.273	53.9694
200.952	52.9094
341.52	60.4445
212.982	60.5163
169.925	7.95816
285.691	52.3647
167.515	8.90505
295.093	17.4939
171.147	7.17271
292.782	31.436
118.425	28.9237
184.047	65.4236
273.636	67.0159
297.304	13.8808
74.0818	44.6688
59.1488	64.5697
252.31	61.3801
235.467	43.2811
107.947	12.4237
350.764	57.1186
6.43436	69.632
240.06	6.17063
129.485	56.584
236.833	55.5783
83.023	37.8103
154.421	58.3669
328.978	18.7429
290.494	67.8576
190.85	19.2413
224.417	13.9197
266.799	8.15915
258.155	63.0252
186.868	65.4011
280.34	53.2334
287.159	25.5457
66.8418	22.9169
294.354	49.0694
75.8234	17.2758
95.4689	56.0925
258.035	7.27223
25.0047	57.8279
147.805	53.55
137.353	10.1176
313.117	44.4103
201.99	53.0524
102.258	7.69792
265.219	21.4607
13.2526	78.4653
145.88	7.72251
106.847	76.1008
98.738	8.27477
120.826	0.766663
247.117	72.536
234.189	21.9907
127.313	43.5763
302.207	52.4119
316.649	59.7604
359.974	73.5033
235.527	76.8795
218.55	55.9457
20.062	60.2211
255.357	73.5848
125.904	44.2552
97.7799	51.3842
294.239	18.5384
337.594	24.2008
130.965	41.9364
71.7574	43.9631
255.123	5.39705
103.744	56.1124
56.1087	42.7247
301.308	41.2586
290.283	62.9489
338.393	63.5198
85.095	51.9851
292.956	62.2852
130.27	22.5863
117.855	64.396
236.465	50.5154
274.841	69.9205
108.091	15.0221
166.652	56.5486
274.893	66.984
278.49	67.5494
156.454	12.0809
237.135	41.2206
237.394	85.2759
268.268	6.05132
265.061	21.0028
222.184	66.5854
83.1061	13.0073
331.308	68.7714
353.236	67.3349
67.4192	58.0424
68.159	48.3967
232.922	45.1544
110.261	76.3407
120.256	75.5514
237.259	45.5008
160.068	43.1761
293.458	34.0767
290.897	63.0058
105.152	54.461
239.217	39.7393
291.838	62.1961
185.612	54.8469
9.3987	59.0642
102.054	50.8739
339.137	66.7663
222.464	59.3665
125.983	43.3256
264.106	51.9892
137.468	40.6493
102.605	71.4517
9.4231	21.7657
55.5351	63.0665
275.393	69.6051
106.888	71.9865
160.553	46.3035
327.481	14.7765
89.4632	74.8914
241.093	76.0748
121.335	66.8621
115.563	65.8828
109.085	23.7587
289.41	62.8046
82.2814	12.1865
226.325	86.1665
334.438	20.0725
10.9225	60.6259
306.237	29.4971
136	59.0439
91.0901	52.6059
173.326	9.2172
109.319	61.852
274.175	2.14852
277.18	70.0807
197.234	43.2804
97.0375	6.18013
304.98	61.902
37.0166	17.2494
308.082	35.3514
317.268	13.0362
68.0671	79.9586
319.398	26.1851
313.831	63.1691
288.706	61.0077
21.858	47.5686
239.132	41.4791
226.018	73.4619
277.645	47.2202
284.297	44.0135
41.9974	51.9258
138.365	45.0934
197.593	46.3778
258.602	48.4107
83.2163	21.9473
232.222	46.4132
250.204	57.0175
333.918	64.9828
307.354	57.7801
154.317	53.983
1.58495	58.3758
48.1771	48.5973
164.864	56.6177
181.58	46.7756
77.9923	58.8571
7.27423	6.94447
182.443	48.6263
78.8433	68.3218
174.097	72.9439
235.308	60.905
73.0988	29.6435
233.736	46.5293
81.7245	49.3236
203.36	49.368
60.694	80.4524
248.369	69.4161
285.05	44.1255
276.677	47.1984
330.267	65.4668
251.246	18.3557
185.842	46.7329
162.651	21.5356
168.093	9.86048
208.682	53.4888
126.787	45.7021
353.266	44.2067
283.527	44.434
214.743	20.8527
78.0529	0.213554
40.2233	63.1277
139.827	58.7281
217.78	71.8337
107.848	33.1777
310.053	69.8705
6.45475	9.76123
317.64	23.4808
134.728	54.8665
205.936	42.593
212.318	73.4211
276.163	48.9395
257.967	56.1155
247.652	29.5028
68.4991	68.5262
269.119	64.2633
25.4427	58.3161
4.73206	64.2612
348.182	73.0334
70.5743	2.97586
273.666	40.8938
143.498	67.36
341.387	45.8468
163.28	60.3307
122.691	21.521
262.512	55.1391
142.996	66.2193
182.057	51.731
153.044	5.41953
207.248	57.2335
166.538	56.3978
115.117	53.3409
72.8862	4.99027
272.679	17.8415
263.765	65.2826
40.5127	18.7964
291.257	49.6018
151.109	76.5686
268.92	8.50894
262.979	62.4705
236.654	71.2386
122.86	23.2586
44.5603	11.1783
236.312	71.4481
207.721	56.8595
150.87	24.8474
265.283	55.1955
288.833	28.0702
296.526	67.2856
260.236	67.9435
341.55	72.8578
274.626	65.8969
19.4813	61.4575
266.56	54.3962
151	2.66689
123.178	23.2085
132.069	15.4905
116.887	73.8325
267.989	67.9254
202.318	81.8867
149.779	0.162979
51.7986	2.37176
179.292	11.9554
240.644	38.5851
353.499	31.8065
107.05	16.8914
115.341	22.5765
172.682	54.3735
309.078	45.545
100.426	21.684
273.244	40.8862
247.837	37.1722
70.3931	33.5061
131.152	14.9226
217.611	7.04752
171.856	47.7593
171.918	46.9825
11.4435	76.8557
105.421	62.6274
14.4106	77.1941
13.0737	76.15
275.721	38.6235
131.048	2.83961
108.436	81.3091
120.036	80.7213
272.807	41.5414
215.922	25.8861
264.312	30.4582
111.097	58.6587
111.288	7.86169
264.762	52.5031
145.681	56.8315
265.52	15.3889
160.603	60.413
18.4059	77.2743
189.077	27.0153
38.6167	66.7659
130.861	28.2584
12.6408	76.3893
162.529	64.1769
237.549	82.2843
306.14	64.051
161.703	62.9883
143.601	74.9363
268.676	64.5997
305.529	89.5412
212.956	24.4701
234.34	32.3823
187.857	18.404
250.682	15.4059
147.017	70.5626
287.545	17.9141
241.189	36.2569
159.181	63.5308
250.666	44.0057
3.61099	67.3694
30.6585	7.90224
205.72	64.7213
205.991	64.5151
86.535	77.0387
255.154	38.3174
217.461	81.7785
189.165	30.4875
12.3511	54.2276
58.1055	74.5935
338.171	57.918
214.146	6.79787
135.181	75.7603
261.32	39.2076
215.855	7.24261
