# azimuth	latitude
196.603	55.1765
45.1517	14.003
35.4564	21.7785
224.181	74.1859
124.517	84.1753
217.634	21.6871
212.98	71.7851
37.6396	68.9213
199.729	55.6396
31.8862	74.1427
34.7635	12.2225
204.377	78.2146
35.9123	37.813
217.836	19.9781
42.531	53.4112
209.167	25.1512
35.2907	49.8191
33.03	24.9935
41.6474	51.8504
17.8478	63.0818
336.271	62.7773
206.665	53.5746
227.91	73.7403
31.1546	2.36259
34.8622	41.7325
48.451	44.8922
209.415	28.4136
213.584	3.75709
213.647	19.5778
35.2714	52.4726
29.7719	27.2483
172.914	85.1968
22.5127	27.7666
53.854	51.9349
34.3162	27.8831
203.116	41.9286
34.1128	3.77123
206.317	56.8061
200.461	25.2809
213.363	25.8384
26.9063	74.4735
208.895	30.7979
40.6572	44.6575
197.337	60.1539
212.866	17.8014
41.314	48.0465
43.9052	9.71791
213.933	36.3894
147.939	80.1014
41.6355	66.4465
205.778	51.9808
54.3727	53.165
188.544	71.5035
48.397	60.9933
87.6258	70.0848
34.2375	26.8507
25.1516	1.39792
125.839	76.6886
219.611	4.60997
19.1715	19.1948
68.2418	73.7557
12.1443	83.4852
26.6613	23.3121
218.389	77.6269
209.895	1.59734
18.6068	17.5545
25.5307	37.1846
28.4077	16.6717
25.5617	16.3045
206.466	56.1111
29.3966	45.9652
209.152	19.136
20.9644	44.3375
207.902	48.1191
29.0884	15.3815
207.631	44.8084
28.03	11.1558
28.105	37.9833
211.307	47.9438
214.963	17.0698
15.9537	59.2514
28.864	4.94898
48.6934	66.2407
224.856	81.9691
218.198	24.105
31.8401	50.8125
187.337	70.4506
224.159	24.6539
34.1923	31.5196
219.888	31.9296
208.679	39.1011
202.076	52.8278
207.623	77.5311
40.794	65.2219
211.174	51.812
211.467	25.6396
28.1098	41.5139
19.6751	49.9591
31.2	3.4393
37.2613	26.1044
224.52	53.7471
217.95	54.6455
35.5382	44.0371
38.0528	56.0788
30.2522	11.7738
195.295	1.74622
209.299	11.5396
27.1809	4.99155
219.812	30.67
36.669	21.0827
210.93	40.9593
38.8645	30.1086
37.803	26.329
355.857	81.8883
222.034	5.88007
229.513	4.9297
207.149	7.87527
211.215	36.6692
190.964	75.4053
25.3313	5.3017
31.7144	9.06899
35.3658	83.0111
16.4322	52.4572
26.5204	14.3009
182.376	78.892
245.205	83.9301
220.277	6.53569
330.81	85.1868
216.978	68.6735
31.006	32.0699
203.357	15.3325
34.6207	41.8417
48.0376	63.46
199.558	49.8236
206.361	76.7045
210.324	21.6851
208.988	39.2042
210.799	33.3074
30.822	29.8863
23.3982	48.9735
200.783	56.2528
25.4468	34.6334
223.883	6.06586
29.8075	42.6724
33.4651	51.9863
210.048	33.6736
223.757	25.7242
73.0415	77.2864
62.5588	82.8751
37.8644	5.92216
218.712	31.273
182.212	71.7974
39.7146	53.2827
63.9905	82.1046
35.2399	58.7505
32.7728	55.0725
201.219	26.7
22.5279	8.04607
191.805	49.8998
199.372	48.6955
202.533	82.4236
26.6075	42.5306
21.9513	42.4359
220.634	1.95255
66.7435	82.2284
53.527	63.2715
27.3959	5.23521
124.2	70.8131
25.5893	4.94083
33.8726	8.30989
186.975	80.7431
316.738	89.1533
19.9058	21.4477
88.101	78.0701
15.3005	8.66386
108.813	83.1877
213.534	8.23553
37.1326	14.2397
35.8089	43.3448
208.884	29.7801
130.537	70.8387
35.1176	66.1256
126.401	86.3452
68.7104	84.1366
211.572	27.477
27.5522	13.632
34.4897	58.6637
54.1113	61.1203
176.045	71.6874
209.335	20.2545
240.262	69.0733
193.68	32.1708
8.75786	77.8887
36.9546	77.7441
38.0246	65.6534
41.598	62.6285
9.06635	82.365
205.551	23.184
209.852	40.8964
32.0472	19.0481
208.876	20.1863
24.3943	32.2394
225.662	40.5134
216.463	76.9278
199.574	64.2237
29.9648	6.56853
25.5737	53.2218
44.9059	67.1102
36.3299	29.1688
174.171	69.3093
30.254	15.7509
184.139	75.8165
199.104	11.6129
54.8988	58.8435
29.3044	18.3376
212.563	27.5454
225.928	40.035
217.11	7.1293
44.5411	21.5106
226.197	58.5885
24.1111	40.3955
81.2561	78.9217
215.472	41.9498
222.054	20.7693
211.354	11.0911
34.3092	9.8559
207.064	26.1659
31.8084	48.7523
223.103	47.8146
35.255	66.4967
34.433	36.9683
108.723	78.2792
157.137	79.4655
172.763	71.8873
180.058	77.3481
178.437	75.5097
30.1154	9.72837
34.7299	71.271
46.9332	57.1483
53.1198	42.05
31.4626	48.8122
216.714	11.8159
222.026	64.206
230.135	76.6617
21.4316	53.7312
41.9277	56.7477
27.6177	8.83752
190.723	70.3612
200.397	51.7167
15.6394	62.865
38.4811	16.4223
19.4923	87.5022
213.953	0.243484
225.508	40.055
212.522	19.7497
229.351	30.8964
30.2698	17.8753
216.932	56.7448
226.533	67.1885
206.804	50.2675
238.078	77.0497
229.29	66.182
200.922	31.0356
218.17	67.9367
196.263	32.2587
43.9606	59.0844
205.433	52.5928
